GeneID	GeneSymbol
10010	TANK
10019	SH2B3
1002	CDH4
1003	CDH5
10048	RANBP9
10077	TSPAN32
1009	CDH11
1012	CDH13
1015	CDH17
10152	ABI2
10154	PLXNC1
10181	RBM5
10206	TRIM13
1021	CDK6
10210	TOPORS
10217	CTDSPL
10253	SPRY2
1027	CDKN1B
10277	UBE4B
1028	CDKN1C
1031	CDKN2C
10320	IKZF1
10335	MRVI1
1036	CDO1
10370	CITED2
10395	DLC1
10399	GNB2L1
104	ADARB1
10413	YAP1
10424	PGRMC2
10472	ZBTB18
1052	CEBPD
10524	KAT5
10550	ARL6IP5
10612	TRIM3
10628	TXNIP
10664	CTCF
10769	PLK2
10771	ZMYND11
10817	FRS3
10912	GADD45G
10950	BTG3
11010	GLIPR1
1105	CHD1
11080	DNAJB4
11083	DIDO1
11095	ADAMTS8
11107	PRDM5
11108	PRDM4
11122	PTPRT
11145	PLA2G16
11186	RASSF1
11191	PTENP1
11228	RASSF8
112464	PRKCDBP
114757	CYGB
114826	SMYD4
114907	FBXO32
115426	UHRF2
116135	LRRC3B
116173	CMTM5
117581	TWIST2
1191	CLU
121227	LRIG3
123879	DCUN1D3
123920	CMTM3
1264	CNN1
126520	PLK5
130399	ACVR1C
1316	KLF6
1326	MAP3K8
134111	UBE2QL1
135138	PACRG
137970	UNC5D
1387	CREBBP
1390	CREM
140628	GATA5
141	ADPRH
144165	PRICKLE1
1452	CSNK1A1
146691	TOM1L2
148252	DIRAS1
1490	CTGF
149628	PYHIN1
1500	CTNND1
150094	SIK1
151742	PPM1L
1523	CUX1
152573	SHISA3
153090	DAB2IP
1540	CYLD
1601	DAB2
1612	DAPK1
1613	DAPK3
1620	BRINP1
1634	DCN
1643	DDB2
1647	GADD45A
1654	DDX3X
167465	ZNF366
1687	DFNA5
171024	SYNPO2
1756	DMD
1801	DPH1
1803	DPP4
1843	DUSP1
1847	DUSP5
185	AGTR1
1910	EDNRB
1915	EEF1A1
1958	EGR1
1959	EGR2
201163	FLCN
2012	EMP1
2034	EPAS1
2042	EPHA3
2050	EPHB4
2051	EPHB6
2070	EYA4
2077	ERF
2099	ESR1
2114	ETS2
2132	EXT2
2134	EXTL1
2135	EXTL2
2137	EXTL3
2145	EZH1
2170	FABP3
2192	FBLN1
219285	SAMD9L
219333	USP12
2195	FAT1
222235	FBXL13
222236	NAPEPLD
2273	FHL1
22882	ZHX2
22925	PLA2R1
22933	SIRT2
22954	TRIM32
23032	USP33
23035	PHLPP2
23036	ZNF292
23047	PDS5B
2308	FOXO1
23087	TRIM35
2309	FOXO3
23095	KIF1B
23136	EPB41L3
23152	CIC
2316	FLNA
23189	KANK1
2322	FLT3
23221	RHOBTB2
23239	PHLPP1
23300	ATMIN
23328	SASH1
23336	SYNM
23347	SMCHD1
23365	ARHGEF12
23376	UFL1
23405	DICER1
23409	SIRT4
23411	SIRT1
23582	CCNDBP1
23635	SSBP2
253559	CADM2
253738	EBF3
255877	BCL6B
257218	SHPRH
25792	CIZ1
25898	RCHY1
26038	CHD5
2619	GAS1
2633	GBP1
26468	LHX6
26471	NUPR1
26512	INTS6
26524	LATS2
26585	GREM1
26959	HBP1
2697	GJA1
27030	MLH3
27086	FOXP1
27122	DKK3
27129	HSPB7
2719	GPC3
27250	PDCD4
27253	PCDH17
27303	RBMS3
27316	RBMX
27330	RPS6KA6
2735	GLI1
274	BIN1
283120	H19
283349	RASSF3
284406	ZFP82
285671	RNF180
286319	TUSC1
2903	GRIN2A
29072	SETD2
29119	CTNNA3
2934	GSN
29914	UBIAD1
29997	GLTSCR2
30845	EHD3
3090	HIC1
3096	HIVEP1
310	ANXA7
3164	NR4A1
324	APC
3248	HPGD
3394	IRF8
3400	ID4
3428	IFI16
3479	IGF1
3486	IGFBP3
3487	IGFBP4
3488	IGFBP5
3490	IGFBP7
355	FAS
3611	ILK
3662	IRF4
3678	ITGA5
3679	ITGA7
3685	ITGAV
3688	ITGB1
3690	ITGB3
374654	KIF7
387	RHOA
387496	RASL11A
388	RHOB
390	RND3
3977	LIFR
3996	LLGL1
4013	VWA5A
401494	HACD4
4015	LOX
4033	LRMP
4045	LSAMP
406	ARNTL
4082	MARCKS
4087	SMAD2
4089	SMAD4
4149	MAX
4163	MCC
4216	MAP3K4
429	ASCL1
4292	MLH1
43	ACHE
4303	FOXO4
4311	MME
4335	MNT
4601	MXI1
4616	GADD45B
4627	MYH9
467	ATF3
4692	NDN
472	ATM
4734	NEDD4
4763	NF1
4772	NFATC1
4773	NFATC2
4790	NFKB1
4804	NGFR
4814	NINJ1
4824	NKX3-1
4826	NNAT
4851	NOTCH1
4853	NOTCH2
4856	NOV
4869	NPM1
4899	NRF1
4916	NTRK3
4920	ROR2
4921	DDR2
4978	OPCML
5047	PAEP
5048	PAFAH1B1
5071	PARK2
5074	PAWR
5098	PCDHGC3
5100	PCDH8
5101	PCDH9
51100	SH3GLB1
51177	PLEKHO1
51196	PLCE1
51201	ZDHHC2
51247	PAIP2
51339	DACT1
51474	LIMA1
5157	PDGFRL
51684	SUFU
51696	HECA
51720	UIMC1
51741	WWOX
5178	PEG3
51780	KDM3B
5241	PGR
5310	PKD1
5316	PKNOX1
5320	PLA2G2A
5325	PLAGL1
5333	PLCD1
53353	LRP1B
5337	PLD1
5414	SEPT4
54206	ERRFI1
