GeneID	GeneSymbol
10010	TANK
10019	SH2B3
1002	CDH4
1003	CDH5
10077	TSPAN32
1012	CDH13
1015	CDH17
10152	ABI2
10180	RBM6
10181	RBM5
10206	TRIM13
1021	CDK6
10210	TOPORS
10217	CTDSPL
10253	SPRY2
1026	CDKN1A
10277	UBE4B
1028	CDKN1C
1030	CDKN2B
1031	CDKN2C
10335	MRVI1
1036	CDO1
10370	CITED2
10395	DLC1
10397	NDRG1
10399	GNB2L1
104	ADARB1
10413	YAP1
10424	PGRMC2
1050	CEBPA
1052	CEBPD
10524	KAT5
10550	ARL6IP5
10562	OLFM4
10628	TXNIP
10633	RASL10A
10768	AHCYL1
10769	PLK2
10771	ZMYND11
10788	IQGAP2
1080	CFTR
10904	BLCAP
10950	BTG3
11010	GLIPR1
1105	CHD1
11080	DNAJB4
11095	ADAMTS8
11107	PRDM5
11122	PTPRT
11145	PLA2G16
11178	LZTS1
11186	RASSF1
11191	PTENP1
11197	WIF1
11228	RASSF8
112464	PRKCDBP
11281	POU6F2
11337	GABARAP
1147	CHUK
114757	CYGB
114826	SMYD4
114907	FBXO32
115426	UHRF2
116135	LRRC3B
116173	CMTM5
117153	MIA2
117581	TWIST2
1191	CLU
121227	LRIG3
122953	JDP2
123879	DCUN1D3
1264	CNN1
126520	PLK5
130399	ACVR1C
1316	KLF6
1326	MAP3K8
135138	PACRG
137075	CLDN23
137970	UNC5D
1387	CREBBP
139285	AMER1
141	ADPRH
146691	TOM1L2
1490	CTGF
149628	PYHIN1
1500	CTNND1
150094	SIK1
151742	PPM1L
152573	SHISA3
1528	CYB5A
153090	DAB2IP
1540	CYLD
1601	DAB2
1602	DACH1
1620	BRINP1
1630	DCC
1634	DCN
1643	DDB2
1647	GADD45A
1654	DDX3X
1672	DEFB1
167465	ZNF366
1676	DFFA
1687	DFNA5
170692	ADAMTS18
171023	ASXL1
171024	SYNPO2
1739	DLG1
1755	DMBT1
1756	DMD
1801	DPH1
1803	DPP4
1825	DSC3
1843	DUSP1
1848	DUSP6
185	AGTR1
1852	DUSP9
1910	EDNRB
1915	EEF1A1
1946	EFNA5
1958	EGR1
1959	EGR2
196	AHR
1969	EPHA2
199	AIF1
201163	FLCN
2012	EMP1
201501	ZBTB7C
2034	EPAS1
2035	EPB41
2042	EPHA3
2051	EPHB6
2066	ERBB4
2070	EYA4
2100	ESR2
2103	ESRRB
2114	ETS2
2120	ETV6
2131	EXT1
2132	EXT2
2135	EXTL2
2137	EXTL3
2145	EZH1
2170	FABP3
2192	FBLN1
219333	USP12
2195	FAT1
220296	HEPACAM
222235	FBXL13
222236	NAPEPLD
2262	GPC5
2272	FHIT
2273	FHL1
22807	IKZF2
22882	ZHX2
22925	PLA2R1
22933	SIRT2
22954	TRIM32
2296	FOXC1
23032	USP33
23035	PHLPP2
23036	ZNF292
23047	PDS5B
2308	FOXO1
23087	TRIM35
2309	FOXO3
23095	KIF1B
231	AKR1B1
23136	EPB41L3
2316	FLNA
23189	KANK1
23221	RHOBTB2
23239	PHLPP1
23261	CAMTA1
23300	ATMIN
23327	NEDD4L
23328	SASH1
23336	SYNM
23347	SMCHD1
23365	ARHGEF12
23376	UFL1
23405	DICER1
23409	SIRT4
23410	SIRT3
23411	SIRT1
23582	CCNDBP1
23604	DAPK2
23612	PHLDA3
23635	SSBP2
23671	TMEFF2
23705	CADM1
2395	FXN
246	ALOX15
247	ALOX15B
249	ALPL
253559	CADM2
253738	EBF3
255877	BCL6B
257218	SHPRH
25792	CIZ1
2587	GALR1
25898	RCHY1
259230	SGMS1
26018	LRIG1
26136	TES
2619	GAS1
26257	NKX2-8
26260	FBXO25
26298	EHF
26468	LHX6
26512	INTS6
26524	LATS2
26959	HBP1
2697	GJA1
27030	MLH3
27086	FOXP1
27122	DKK3
27129	HSPB7
2719	GPC3
27250	PDCD4
27303	RBMS3
27330	RPS6KA6
2735	GLI1
274	BIN1
283349	RASSF3
283518	KCNRG
284406	ZFP82
285671	RNF180
2878	GPX3
28996	HIPK2
2903	GRIN2A
29072	SETD2
29117	BRD7
29119	CTNNA3
2934	GSN
2950	GSTP1
2952	GSTT1
2984	GUCY2C
29948	OSGIN1
29997	GLTSCR2
301	ANXA1
30845	EHD3
3090	HIC1
3096	HIVEP1
310	ANXA7
3164	NR4A1
317	APAF1
324	APC
3248	HPGD
338442	HCAR2
3394	IRF8
339967	TMPRSS11A
3400	ID4
3417	IDH1
3428	IFI16
3479	IGF1
3482	IGF2R
3486	IGFBP3
3487	IGFBP4
3488	IGFBP5
355	FAS
3579	CXCR2
3611	ILK
3662	IRF4
3679	ITGA7
3688	ITGB1
3690	ITGB3
3732	CD82
374654	KIF7
383	ARG1
387496	RASL11A
388	RHOB
390	RND3
3963	LGALS7
3977	LIFR
3996	LLGL1
4013	VWA5A
4015	LOX
4033	LRMP
4045	LSAMP
4057	LTF
406	ARNTL
4082	MARCKS
4087	SMAD2
4089	SMAD4
4118	MAL
4163	MCC
4216	MAP3K4
43	ACHE
4303	FOXO4
4311	MME
445	ASS1
4499	MT1M
4502	MT2A
4507	MTAP
4601	MXI1
4627	MYH9
463	ZFHX3
467	ATF3
4692	NDN
472	ATM
4734	NEDD4
4763	NF1
4771	NF2
4772	NFATC1
4773	NFATC2
4790	NFKB1
4804	NGFR
4824	NKX3-1
