GeneID	GeneSymbol
10010	TANK
10018	BCL2L11
1002	CDH4
1003	CDH5
10077	TSPAN32
1009	CDH11
1012	CDH13
1015	CDH17
10152	ABI2
1017	CDK2
10181	RBM5
10206	TRIM13
1021	CDK6
10210	TOPORS
10253	SPRY2
1027	CDKN1B
10277	UBE4B
1028	CDKN1C
10301	DLEU1
1036	CDO1
10370	CITED2
10395	DLC1
104	ADARB1
10409	BASP1
10413	YAP1
10472	ZBTB18
1052	CEBPD
10562	OLFM4
10612	TRIM3
10628	TXNIP
10633	RASL10A
10637	LEFTY1
10653	SPINT2
10664	CTCF
10768	AHCYL1
10769	PLK2
10771	ZMYND11
10817	FRS3
11010	GLIPR1
11074	TRIM31
11080	DNAJB4
11095	ADAMTS8
11107	PRDM5
11186	RASSF1
11191	PTENP1
11197	WIF1
11200	CHEK2
11228	RASSF8
112399	EGLN3
112464	PRKCDBP
11281	POU6F2
11315	PARK7
11337	GABARAP
1147	CHUK
116071	BATF2
116173	CMTM5
117153	MIA2
117581	TWIST2
1191	CLU
121227	LRIG3
122953	JDP2
123879	DCUN1D3
123920	CMTM3
1264	CNN1
127700	OSCP1
1316	KLF6
137970	UNC5D
1390	CREM
140628	GATA5
140690	CTCFL
141	ADPRH
142	PARP1
144165	PRICKLE1
146691	TOM1L2
1474	CST6
1490	CTGF
150094	SIK1
152573	SHISA3
1528	CYB5A
159989	CCDC67
1601	DAB2
1602	DACH1
160492	LMNTD1
160728	SLC5A8
1612	DAPK1
1620	BRINP1
1630	DCC
1634	DCN
164656	TMPRSS6
1647	GADD45A
1654	DDX3X
167465	ZNF366
1676	DFFA
1687	DFNA5
171024	SYNPO2
1755	DMBT1
1788	DNMT3A
1789	DNMT3B
1796	DOK1
1801	DPH1
1803	DPP4
1825	DSC3
1843	DUSP1
1847	DUSP5
1848	DUSP6
185	AGTR1
1852	DUSP9
1910	EDNRB
1915	EEF1A1
1958	EGR1
1959	EGR2
196	AHR
1969	EPHA2
199	AIF1
2012	EMP1
2013	EMP2
201501	ZBTB7C
2034	EPAS1
2041	EPHA1
2042	EPHA3
2048	EPHB2
2049	EPHB3
2050	EPHB4
2051	EPHB6
2064	ERBB2
2066	ERBB4
2070	EYA4
2099	ESR1
2100	ESR2
2103	ESRRB
2114	ETS2
2131	EXT1
2134	EXTL1
2135	EXTL2
2145	EZH1
2189	FANCG
2192	FBLN1
219285	SAMD9L
219333	USP12
2195	FAT1
220296	HEPACAM
2203	FBP1
222235	FBXL13
222236	NAPEPLD
2262	GPC5
2273	FHL1
22807	IKZF2
22882	ZHX2
22925	PLA2R1
22943	DKK1
2296	FOXC1
23032	USP33
23047	PDS5B
2309	FOXO3
231	AKR1B1
2316	FLNA
23189	KANK1
2322	FLT3
23261	CAMTA1
23328	SASH1
23376	UFL1
23405	DICER1
23411	SIRT1
23541	SEC14L2
23560	GTPBP4
23586	DDX58
23612	PHLDA3
23635	SSBP2
23705	CADM1
2444	FRK
246	ALOX15
249	ALPL
253559	CADM2
254394	MCM9
255877	BCL6B
257218	SHPRH
25833	POU2F3
2619	GAS1
26257	NKX2-8
26298	EHF
2633	GBP1
26468	LHX6
26512	INTS6
26524	LATS2
26585	GREM1
27022	FOXD3
27030	MLH3
2706	GJB2
27122	DKK3
27129	HSPB7
27132	CPNE7
27173	SLC39A1
2719	GPC3
27303	RBMS3
27330	RPS6KA6
2735	GLI1
274	BIN1
27429	HTRA2
2810	SFN
283120	H19
283349	RASSF3
283518	KCNRG
284406	ZFP82
285671	RNF180
286826	LIN9
2878	GPX3
2903	GRIN2A
29108	PYCARD
29119	CTNNA3
2950	GSTP1
29959	NRBP1
301	ANXA1
3065	HDAC1
30845	EHD3
3090	HIC1
3091	HIF1A
3094	HINT1
310	ANXA7
3104	ZBTB48
3169	FOXA1
3170	FOXA2
3172	HNF4A
324	APC
3248	HPGD
3273	HRG
3394	IRF8
3400	ID4
3417	IDH1
3428	IFI16
347252	IGFBPL1
3483	IGFALS
3486	IGFBP3
3487	IGFBP4
3488	IGFBP5
3490	IGFBP7
355	FAS
3579	CXCR2
3611	ILK
3621	ING1
3659	IRF1
3661	IRF3
3662	IRF4
3663	IRF5
3685	ITGAV
3688	ITGB1
3690	ITGB3
3728	JUP
374654	KIF7
378708	APITD1
383	ARG1
387	RHOA
387496	RASL11A
388	RHOB
3880	KRT19
390	RND3
3963	LGALS7
3977	LIFR
3996	LLGL1
4013	VWA5A
401494	HACD4
406	ARNTL
4082	MARCKS
4144	MAT2A
4216	MAP3K4
4292	MLH1
43	ACHE
4303	FOXO4
4311	MME
4436	MSH2
445	ASS1
4485	MST1
4486	MST1R
4494	MT1F
4495	MT1G
4499	MT1M
4502	MT2A
4507	MTAP
4601	MXI1
4616	GADD45B
467	ATF3
4692	NDN
472	ATM
4734	NEDD4
4772	NFATC1
4773	NFATC2
4824	NKX3-1
4830	NME1
4851	NOTCH1
4853	NOTCH2
4854	NOTCH3
4856	NOV
4862	NPAS2
4899	NRF1
4916	NTRK3
4920	ROR2
4921	DDR2
4978	OPCML
5037	PEBP1
5048	PAFAH1B1
5071	PARK2
5074	PAWR
5080	PAX6
50943	FOXP3
5098	PCDHGC3
5101	PCDH9
51100	SH3GLB1
51147	ING4
51201	ZDHHC2
51237	MZB1
51247	PAIP2
51330	TNFRSF12A
51364	ZMYND10
51406	NOL7
51473	DCDC2
51523	CXXC5
5157	PDGFRL
51684	SUFU
51720	UIMC1
51741	WWOX
5178	PEG3
5216	PFN1
5316	PKNOX1
5325	PLAGL1
5333	PLCD1
53353	LRP1B
5414	SEPT4
54206	ERRFI1
54583	EGLN1
54739	XAF1
54756	IL17RD
54802	TRIT1
54904	WHSC1L1
54971	BANP
54979	HRASLS2
55124	PIWIL2
5516	PPP2CB
5522	PPP2R2C
55233	MOB1A
55259	CASC1
55384	MEG3
55544	RBM38
55591	VEZT
5563	PRKAA2
55630	SLC39A4
55717	WDR11
5573	PRKAR1A
55735	DNAJC11
55748	CNDP2
55749	CCAR1
5579	PRKCB
55799	CACNA2D3
55840	EAF2
55901	THSD1
55966	AJAP1
5602	MAPK10
5625	PRODH
5629	PROX1
56475	RPRM
5653	KLK6
5654	HTRA1
5655	KLK10
56849	TCEAL7
56925	LXN
56940	DUSP22
56954	NIT2
56998	CTNNBIP1
56999	ADAMTS9
57107	PDSS2
57111	RAB25
57142	RTN4
5728	PTEN
57510	XPO5
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
5782	PTPN12
5783	PTPN13
57863	CADM3
51129	ANGPTL4
5796	PTPRK
580	BARD1
58189	WFDC1
5889	RAD51C
5906	RAP1A
5915	RARB
5925	RB1
59269	HIVEP3
5933	RBL1
5936	RBM4
6041	RNASEL
6117	RPA1
6125	RPL5
6196	RPS6KA2
6273	S100A2
6288	SAA1
6297	SALL2
63035	BCORL1
634	CEACAM1
6387	CXCL12
6390	SDHB
6416	MAP2K4
6422	SFRP1
6424	SFRP4
64326	RFWD2
64478	CSMD1
644943	RASSF10
645811	CCDC154
64651	CSRNP1
64682	ANAPC1
64753	CCDC136
6498	SKIL
650	BMP2
6502	SKP2
652	BMP4
65268	WNK2
657	BMPR1A
659	BMPR2
6595	SMARCA2
65979	PHACTR4
6599	SMARCC1
6648	SOD2
665	BNIP3L
6665	SOX15
6672	SP100
672	BRCA1
6772	STAT1
6774	STAT3
6776	STAT5A
678	ZFP36L2
6876	TAGLN
688	KLF5
6898	TAT
6924	TCEB3
6925	TCF4
6934	TCF7L2
6997	TDGF1
7040	TGFB1
7044	LEFTY2
7045	TGFBI
7048	TGFBR2
7049	TGFBR3
7053	TGM3
7056	THBD
7057	THBS1
7067	THRA
7070	THY1
7071	KLF10
7078	TIMP3
7157	TP53
7159	TP53BP2
7262	PHLDA2
7268	TTC4
7270	TTF1
7345	UCHL1
7403	KDM6A
7428	VHL
7429	VIL1
7431	VIM
7447	VSNL1
7474	WNT5A
7476	WNT7A
7490	WT1
7520	XRCC5
7538	ZFP36
7703	PCGF2
7704	ZBTB16
7739	ZNF185
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
78986	DUSP26
79192	IRX1
79365	BHLHE41
79577	CDC73
79633	FAT4
7980	TFPI2
79893	GGNBP2
80013	FAM188A
80023	NRSN2
8013	NR4A3
8031	NCOA4
8100	IFT88
81848	SPRY4
8289	ARID1A
8313	AXIN2
83593	RASSF5
83595	SOX7
83719	YPEL3
83742	MARVELD1
83937	RASSF4
83989	FAM172A
8405	SPOP
8406	SRPX
841	CASP8
84152	PPP1R1B
84289	ING5
8434	RECK
8437	RASAL1
84417	C2orf40
84446	BRSK1
84525	HOPX
8453	CUL2
84632	AFAP1L2
84700	MYO18B
84707	BEX2
84872	ZC3H10
84879	MFSD2A
85480	TSLP
8567	MADD
860	RUNX2
8633	UNC5C
8635	RNASET2
8643	PTCH2
8678	BECN1
8682	PEA15
8711	TNK1
8742	TNFSF12
8744	TNFSF9
8772	FADD
8788	DLK1
8797	TNFRSF10A
8838	WISP3
8841	HDAC3
8847	DLEU2
8848	TSC22D1
8854	ALDH1A2
8856	NR1I2
8864	PER2
8870	IER3
8915	BCL10
8930	MBD4
89870	TRIM15
89884	LHX4
8991	SELENBP1
9021	SOCS3
9025	RNF8
9046	DOK2
9052	GPRC5A
90627	STARD13
9076	CLDN1
9077	DIRAS3
9113	LATS1
91608	RASL10B
91768	CABLES1
92304	SCGB3A1
92335	STRADA
92344	GORAB
9314	KLF4
93492	TPTE2
9365	KL
94031	HTRA3
9411	ARHGAP29
9429	ABCG2
9462	RASAL2
95	ACY1
9521	EEF1E1
9547	CXCL14
9590	AKAP12
9636	ISG15
9656	MDC1
9770	RASSF2
9891	NUAK1
9901	SRGAP3
9937	DCLRE1A
9940	DLEC1
9988	DMTF1
